"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand","NA","NA","NA"
2,2,4,6.86043417664186,0.632544812094812,0.430010070493454,0.946784922394678,0.591412742382271,0.684170471841705,0.345288295086333
1,1,4,11.3993293801777,0.275353535353535,0.34,0,NA,NA,NA
1,1,4,4.93346940646031,0.283838383838384,0.34,0,NA,NA,NA
1,1,4,8.287192868331,0.266868686868687,0.34,0,NA,NA,NA
1,1,4,5.16022515683248,0.291717171717172,0.35,0,NA,NA,NA
