"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.7726,0.8594,0.866,0.825,0.7842
"Exp02",0.7812,0.7625,0.7709,0.7477,0.772
"Exp03",0.7726,0.8594,0.866,0.825,0.7842
"Exp04",0.7812,0.7625,0.7709,0.7477,0.772
"Exp05",0,0,0,0,0
"Exp06",0,0,0,0,0
"Exp07",0.009,-0.0025,-5e-04,0,2e-04
"Exp08",0,0,0,0,0
"Exp09",0,0,0,0,0
"Exp10",0.009,-0.0025,-5e-04,0,0.5198
"Exp11",0,0,0,0,0
"Exp12",0,0,0,0,0
"Exp13",0.8521,0.9709,0.9163,0.8558,0.8543
"Exp14",0,0,0,0,0
"Exp15",0,0,0,0,0
"Exp16",0.3996,0.9709,0.9163,0.8558,0.8543
"Exp17",0.9403,0.0043,0.9849,-0.0012,0.0013
"Exp18",0.9403,0.0043,0.005,-0.0012,0.0013
"Exp19",0.9403,0.0043,0.005,-0.0012,0.0013
"Exp20",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp21",0.8248,0.8886,0.8944,0.8278,0.91
"Exp22",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp23",0.8248,0.8886,0.8944,0.8278,0.8817
"Exp24",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp25",0.8515,0.9151,0.8944,0.8556,0.8542
"Exp26",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp27",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp28",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp29",0.8515,0.9151,0.8944,0.8556,0.8542
"Exp30",0.7992,0.863,0.8709,0.8825,0.8295
"Exp31",0.7992,0.863,0.8709,0.8825,0.858
"Exp32",0.7992,0.863,0.469,0.8825,0.858
"Exp33",0.8248,0.4809,0.469,0.8556,0.7847
"Exp34",0.8248,0.8886,0.469,0.8278,0.8817
"Exp35",0.8248,0.9426,0.469,0.8556,0.8817
"Exp36",0.8248,0.8886,0.469,0.8278,0.3614
"Exp37",0.8248,0.5168,0.8709,0.8556,0.8817
"Exp38",0.8248,0.9426,0.8709,0.8556,0.8817
"Exp39",0.8248,0.9426,0.469,0.8556,0.7847
"Exp40",0.8248,0.4569,0.8709,0.8556,0.7847
"Exp41",0.8248,0.9426,0.469,0.8556,0.7847
"Exp42",0.8248,0.5168,0.8709,0.8556,0.8817
"Exp43",0.7992,0.5168,0.469,0.8825,0.8295
"Exp44",0.7992,0.863,0.8709,0.8825,0.858
"Exp45",0.7992,0.863,0.8709,0.8825,0.858
"Exp46",0.8515,0.863,0.8944,0.8297,0.7847
"Exp47",0.8515,0.8383,0.9163,0.8297,0.7847
"Exp48",0.8515,0.863,0.8944,0.8297,0.7847
"Exp49",0.8515,0.863,0.452,0.8297,0.8081
"Exp50",0.8515,0.8886,0.8944,0.8556,0.8844
"Exp51",0.8515,0.8886,0.8944,0.8297,0.8844
"Exp52",0.8515,0.863,0.8944,0.8297,0.8844
"Exp53",0.8515,0.8886,0.8944,0.8297,0.8081
"Exp54",0.8515,0.8886,0.46,0.8556,0.8844
"Exp55",0.8515,0.8886,0.8944,0.8297,0.8844
"Exp56",0.8515,0.863,0.8709,0.8825,0.8295
"Exp57",0.8515,0.8383,0.8709,0.8825,0.858
"Exp58",0.7992,0.8383,0.8709,0.8825,0.858
"Exp59",0.8248,0.5168,0.8944,0.8556,0.9394
"Exp60",0.8248,0.8886,0.9163,0.8556,0.9394
"Exp61",0.8248,0.5963,0.5197,0.8556,0.9394
"Exp62",0.8248,0.8886,0.469,0.8556,0.7847
"Exp63",0.8248,0.8886,0.5778,0.8556,0.9394
"Exp64",0.8248,0.8886,0.9163,0.6779,0.91
"Exp65",0.8248,0.8886,0.469,0.8556,0.8844
"Exp66",0.8248,0.5963,0.8944,0.8556,0.8081
"Exp67",0.8248,0.8886,0.469,0.8556,0.9394
"Exp68",0.8248,0.5963,0.9163,0.8556,0.8081
"Exp69",0.7992,0.4884,0.469,0.8825,0.8295
"Exp70",0.7992,0.8383,0.8709,0.8825,0.9697
"Exp71",0.7992,0.8383,0.8709,0.8825,0.9697
"Exp72",0.8515,0.7413,0.8944,0.9692,0.91
"Exp73",0.8515,0.863,0.8682,0.8269,0.8844
"Exp74",0.8515,0.863,0.8682,0.8269,0.91
"Exp75",0.8515,0.8886,0.8944,0.8278,0.8556
"Exp76",0.8241,0.4407,0.8944,0.8299,0.8279
"Exp77",0.8515,0.9426,0.4438,0.8269,0.8817
"Exp78",0.8793,0.9426,0.431,0.8817,0.9697
"Exp79",0.8248,0.863,0.8944,0.8278,0.8556
"Exp80",0.8515,0.9151,0.8944,0.8556,0.8825
"Exp81",0.8241,0.5328,0.4302,0.9105,0.5894
"Exp82",0.8515,0.863,0.8944,0.8278,0.8556
"Exp83",0.8241,0.5328,0.4302,0.9105,0.5894
"Exp84",0.8248,0.9426,0.469,0.8556,0.8817
"Exp85",0.8241,0.6167,0.519,0.9105,0.5894
"Exp86",0.8248,0.863,0.8944,0.8278,0.388
"Exp87",0.8241,0.6167,0.519,0.9105,0.6791
