"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8469,0.9046,0.9107,0.8813,0.853
"Exp02",0.8497,0.835,0.8426,0.8292,0.8469
"Exp03",0.8469,0.9046,0.9107,0.8813,0.853
"Exp04",0.8497,0.835,0.8426,0.8292,0.8469
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.9007,0.9805,0.9448,0.9032,0.9021
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.628,0.9805,0.9448,0.9032,0.9021
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.9005,0.9432,0.9304,0.9029,0.921
"Exp21",0.8828,0.9254,0.9304,0.8843,0.9395
"Exp22",0.9005,0.9432,0.9304,0.9029,0.921
"Exp23",0.8828,0.9254,0.9304,0.8843,0.9204
"Exp24",0.9005,0.9432,0.9304,0.9029,0.921
"Exp25",0.9005,0.9432,0.9304,0.9029,0.902
"Exp26",0.9005,0.9432,0.9304,0.9029,0.921
"Exp27",0.9005,0.9432,0.9304,0.9029,0.921
"Exp28",0.9005,0.9432,0.9304,0.9029,0.921
"Exp29",0.9005,0.9432,0.9304,0.9029,0.902
"Exp30",0.8658,0.9082,0.9151,0.921,0.8854
"Exp31",0.8658,0.9082,0.9151,0.921,0.9046
"Exp32",0.8658,0.9082,0.6598,0.921,0.9046
"Exp33",0.8828,0.6868,0.6598,0.9029,0.856
"Exp34",0.8828,0.9254,0.6598,0.8843,0.9204
"Exp35",0.8828,0.9616,0.6598,0.9029,0.9204
"Exp36",0.8828,0.9254,0.6598,0.8843,0.599
"Exp37",0.8828,0.7108,0.9151,0.9029,0.9204
"Exp38",0.8828,0.9616,0.9151,0.9029,0.9204
"Exp39",0.8828,0.9616,0.6598,0.9029,0.856
"Exp40",0.8828,0.6705,0.9151,0.9029,0.856
"Exp41",0.8828,0.9616,0.6598,0.9029,0.856
"Exp42",0.8828,0.7108,0.9151,0.9029,0.9204
"Exp43",0.8658,0.7108,0.6598,0.921,0.8854
"Exp44",0.8658,0.9082,0.9151,0.921,0.9046
"Exp45",0.8658,0.9082,0.9151,0.921,0.9046
"Exp46",0.9005,0.9082,0.9304,0.8856,0.856
"Exp47",0.9005,0.8917,0.9448,0.8856,0.856
"Exp48",0.9005,0.9082,0.9304,0.8856,0.856
"Exp49",0.9005,0.9082,0.6485,0.8856,0.8714
"Exp50",0.9005,0.9254,0.9304,0.9029,0.9223
"Exp51",0.9005,0.9254,0.9304,0.8856,0.9223
"Exp52",0.9005,0.9082,0.9304,0.8856,0.9223
"Exp53",0.9005,0.9254,0.9304,0.8856,0.8714
"Exp54",0.9005,0.9254,0.6538,0.9029,0.9223
"Exp55",0.9005,0.9254,0.9304,0.8856,0.9223
"Exp56",0.9005,0.9082,0.9151,0.921,0.8854
"Exp57",0.9005,0.8917,0.9151,0.921,0.9046
"Exp58",0.8658,0.8917,0.9151,0.921,0.9046
"Exp59",0.8828,0.7108,0.9304,0.9029,0.9592
"Exp60",0.8828,0.9254,0.9448,0.9029,0.9592
"Exp61",0.8828,0.7627,0.6917,0.9029,0.9592
"Exp62",0.8828,0.9254,0.6598,0.9029,0.856
"Exp63",0.8828,0.9254,0.7243,0.9029,0.9592
"Exp64",0.8828,0.9254,0.9448,0.787,0.9395
"Exp65",0.8828,0.9254,0.6598,0.9029,0.9223
"Exp66",0.8828,0.7627,0.9304,0.9029,0.8714
"Exp67",0.8828,0.9254,0.6598,0.9029,0.9592
"Exp68",0.8828,0.7627,0.9448,0.9029,0.8714
"Exp69",0.8658,0.6881,0.6598,0.921,0.8854
"Exp70",0.8658,0.8917,0.9151,0.921,0.9796
"Exp71",0.8658,0.8917,0.9151,0.921,0.9796
"Exp72",0.9005,0.8269,0.9304,0.9793,0.9395
"Exp73",0.9005,0.9082,0.9134,0.8837,0.9223
"Exp74",0.9005,0.9082,0.9134,0.8838,0.9395
"Exp75",0.9005,0.9254,0.9304,0.8843,0.9029
"Exp76",0.8822,0.6586,0.9304,0.886,0.8845
"Exp77",0.9005,0.9616,0.6463,0.8837,0.9204
"Exp78",0.919,0.9616,0.6408,0.9204,0.9796
"Exp79",0.8828,0.9082,0.9304,0.8843,0.9029
"Exp80",0.9005,0.9432,0.9304,0.9029,0.921
"Exp81",0.8822,0.688,0.6352,0.9398,0.7335
"Exp82",0.9005,0.9082,0.9304,0.8843,0.9029
"Exp83",0.8822,0.688,0.6352,0.9398,0.7335
"Exp84",0.8828,0.9616,0.6598,0.9029,0.9204
"Exp85",0.8822,0.7531,0.6925,0.9398,0.7335
"Exp86",0.8828,0.9082,0.9304,0.8843,0.6111
"Exp87",0.8822,0.7531,0.6925,0.9398,0.7885
