"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8419,0.8739,0.9055,0.8666,0.8314
"Exp02",0.8118,0.7702,0.7899,0.8184,0.8505
"Exp03",0.8419,0.8739,0.9055,0.8666,0.8314
"Exp04",0.8118,0.7702,0.7899,0.8184,0.8505
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.901,0.9776,0.9585,0.9074,0.9049
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.746,0.9776,0.9585,0.9074,0.9049
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp21",0.8893,0.9175,0.9452,0.8876,0.9395
"Exp22",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp23",0.8893,0.9175,0.9452,0.8876,0.9216
"Exp24",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp25",0.9047,0.9363,0.9452,0.9049,0.9036
"Exp26",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp27",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp28",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp29",0.9047,0.9363,0.9452,0.9049,0.9036
"Exp30",0.8752,0.8999,0.9344,0.9216,0.8876
"Exp31",0.8752,0.8999,0.9344,0.9216,0.9074
"Exp32",0.8752,0.8999,0.7098,0.9216,0.9074
"Exp33",0.8893,0.8484,0.7098,0.9049,0.8666
"Exp34",0.8893,0.9175,0.7098,0.8876,0.9216
"Exp35",0.8893,0.9563,0.7098,0.9049,0.9216
"Exp36",0.8893,0.9175,0.7098,0.8876,0.6949
"Exp37",0.8893,0.8945,0.9344,0.9049,0.9216
"Exp38",0.8893,0.9563,0.9344,0.9049,0.9216
"Exp39",0.8893,0.9563,0.7098,0.9049,0.8666
"Exp40",0.8893,0.8181,0.9344,0.9049,0.8666
"Exp41",0.8893,0.9563,0.7098,0.9049,0.8666
"Exp42",0.8893,0.8945,0.9344,0.9049,0.9216
"Exp43",0.8752,0.8945,0.7098,0.9216,0.8876
"Exp44",0.8752,0.8999,0.9344,0.9216,0.9074
"Exp45",0.8752,0.8999,0.9344,0.9216,0.9074
"Exp46",0.9047,0.8999,0.9452,0.8894,0.8666
"Exp47",0.9047,0.8836,0.9585,0.8894,0.8666
"Exp48",0.9047,0.8999,0.9452,0.8894,0.8666
"Exp49",0.9047,0.8999,0.6966,0.8894,0.8789
"Exp50",0.9047,0.9175,0.9452,0.9049,0.9234
"Exp51",0.9047,0.9175,0.9452,0.8894,0.9234
"Exp52",0.9047,0.8999,0.9452,0.8894,0.9234
"Exp53",0.9047,0.9175,0.9452,0.8894,0.8789
"Exp54",0.9047,0.9175,0.7026,0.9049,0.9234
"Exp55",0.9047,0.9175,0.9452,0.8894,0.9234
"Exp56",0.9047,0.8999,0.9344,0.9216,0.8876
"Exp57",0.9047,0.8836,0.9344,0.9216,0.9074
"Exp58",0.8752,0.8836,0.9344,0.9216,0.9074
"Exp59",0.8893,0.8945,0.9452,0.9049,0.9586
"Exp60",0.8893,0.9175,0.9585,0.9049,0.9586
"Exp61",0.8893,1,0.7417,0.9049,0.9586
"Exp62",0.8893,0.9175,0.7098,0.9049,0.8666
"Exp63",0.8893,0.9175,0.7495,0.9049,0.9586
"Exp64",0.8893,0.9175,0.9585,0.8159,0.9395
"Exp65",0.8893,0.9175,0.7098,0.9049,0.9234
"Exp66",0.8893,1,0.9452,0.9049,0.8789
"Exp67",0.8893,0.9175,0.7098,0.9049,0.9586
"Exp68",0.8893,1,0.9585,0.9049,0.8789
"Exp69",0.8752,0.8308,0.7098,0.9216,0.8876
"Exp70",0.8752,0.8836,0.9344,0.9216,0.979
"Exp71",0.8752,0.8836,0.9344,0.9216,0.979
"Exp72",0.9047,0.8211,0.9452,0.979,0.9395
"Exp73",0.9047,0.8999,0.9332,0.887,0.9234
"Exp74",0.9047,0.8999,0.9332,0.8876,0.9395
"Exp75",0.9047,0.9175,0.9452,0.8876,0.9049
"Exp76",0.8862,0.7932,0.9452,0.8925,0.8894
"Exp77",0.9047,0.9563,0.7062,0.887,0.9216
"Exp78",0.9213,0.9563,0.711,0.9216,0.979
"Exp79",0.8893,0.8999,0.9452,0.8876,0.9049
"Exp80",0.9047,0.9363,0.9452,0.9049,0.9216
"Exp81",0.8862,0.6859,0.6845,0.9407,0.7912
"Exp82",0.9047,0.8999,0.9452,0.8876,0.9049
"Exp83",0.8862,0.6859,0.6845,0.9407,0.7912
"Exp84",0.8893,0.9563,0.7098,0.9049,0.9216
"Exp85",0.8862,0.8084,0.7483,0.9407,0.7912
"Exp86",0.8893,0.8999,0.9452,0.8876,0.6899
"Exp87",0.8862,0.8084,0.7483,0.9407,0.8233
