"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand"
81,5,4,204.238543997904,0.895686274509804,0.888310185185185,0.765401653194501
138,5,4,253.298659825412,0.835491241431836,0.84421052631579,0.70553402445706
177,4,4,285.028503379849,0.703992657182194,0.750381850853549,0.655147630783115
209,2,4,512.88307951884,0.614794767704105,0.736328805294323,0.512858409246073
234,3,4,362.863856587035,0.620769587389893,0.594771241830065,0.57812323605871
