"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand"
26,4,4,421.49948022833,0.323155216284987,0.86969696969697,0.048511319008205
58,4,4,330.326023454303,0.367774237596723,0.759562841530055,0.131328366156032
77,4,4,289.682928154078,0.510348583877996,0.848039215686274,0.265502944693405
101,4,4,421.456089118029,0.593199757134183,0.826132404181185,0.380615323272915
112,4,4,345.066342139676,0.688524590163934,0.851372549019608,0.554552475428001
