"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8337,0.9721,0.5407,0.8165,0.7542
"Exp02",0.8529,0.9702,0.8448,0.7857,0.5464
"Exp03",0.8701,0.9286,0.5574,0.8165,0.7755
"Exp04",0.8529,0.9704,0.8448,0.7857,0.7621
"Exp05",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp06",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp07",0.3464,0.2467,0.3072,0.141,0.186
"Exp08",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp09",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp10",0.4437,0.6876,0.3984,0.2896,0.4837
"Exp11",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp12",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp13",0.7329,0.6846,0.6195,0.5344,0.5325
"Exp14",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp15",0.2547,0.2293,0.1727,0.1273,0.1804
"Exp16",0.7228,0.6539,0.4599,0.5841,0.5325
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.8398,0.9717,0.8914,0.6251,0.7706
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.8422,0.9717,0.842,0.8118,0.8499
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.8656,0.9489,0.8748,0.8118,0.7928
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.8609,0.9704,0.7995,0.8116,0.7706
"Exp29",0.8937,0.9605,0.8201,0.8118,0.6526
"Exp30",0.9095,0.9172,0.7883,0.8118,0.8534
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.8797,0.9914,0.8062,0.6345,0.6521
"Exp33",0.9142,0.6119,0.8189,0.812,0.6909
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.8848,0.9965,0.7979,0.8118,0.5284
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.9023,0.9929,0.6073,0.812,0.7835
"Exp42",0.9023,0.966,0.8306,0.53,0.7304
"Exp43",0.9247,0.9627,0.8988,0.6486,0.8874
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.8596,0.9683,0.8312,0.8118,0.6415
"Exp46",0.8952,0.9756,0.8269,0.6312,0.7047
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.8725,0.9763,0.9134,0.4153,0.7074
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.9034,0.9799,0.8535,0.6312,0.5438
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.9038,0.9248,0.8312,0.6331,0.7329
"Exp59",0.8954,0.9674,0.8893,0.812,0.7444
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.8613,0.9941,0.787,0.6385,0.793
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.9209,0.9725,0.7974,0.812,0.7199
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.8952,0.8574,0.6585,0.8118,0.7245
"Exp72",0.8736,0.685,0.4934,0.5536,0.5757
"Exp73",0.906,0.9283,0.8633,0.8118,0.6185
"Exp74",0.8468,0.6747,0.5109,0.5947,0.5918
"Exp75",0.8527,0.9737,0.8505,0.812,0.8
"Exp76",0.9182,0.8509,0.4688,0.4676,0.4552
"Exp77",0.917,0.9332,0.5647,0.8118,0.537
"Exp78",0.8493,0.785,0.6202,0.5754,0.5105
"Exp79",0.8629,0.9276,0.8509,0.812,0.6789
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
