"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.6638,0.9507,0.9322,0.8968,0.9653
"Exp02",0.6804,0.948,0.8023,0.8206,0.7447
"Exp03",0.6638,0.9507,0.931,0.8968,0.963
"Exp04",0.6804,0.8969,0.8023,0.8206,0.7245
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.6289,0.9771,0.6912,0.8016,0.972
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.6368,0.9903,0.6374,0.8651,0.972
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.6653,0.9374,0.8444,0.8286,0.7637
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.5377,0.9374,0.9041,0.9381,0.7357
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.6487,0.7357,0.8421,0.9381,0.6641
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.6233,0.8952,0.7088,0.9302,0.7637
"Exp29",0.6265,0.8573,0.8795,0.9381,0.7592
"Exp30",0.6455,0.6925,0.6795,0.9381,0.7301
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.5567,0.8088,0.7637,0.7937,0.8331
"Exp33",0.7605,0.7542,0.883,0.9254,0.6282
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.6883,0.763,0.7158,0.9381,0.7391
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.7613,0.7366,0.7415,0.9254,0.8063
"Exp42",0.7613,0.7771,0.7567,0.8968,0.7917
"Exp43",0.7787,0.7278,0.9345,0.8937,0.7592
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.7621,0.8344,0.7427,0.9381,0.7693
"Exp46",0.7113,0.7401,0.8491,0.8667,0.7536
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.586,0.8335,0.938,0.8333,0.785
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.7787,0.6872,0.9064,0.8667,0.7436
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.6257,0.8987,0.8468,0.8794,0.9742
"Exp59",0.6519,0.8097,0.9111,0.9254,0.6719
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.7042,0.7463,0.8082,0.8635,0.944
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.7661,0.7163,0.8608,0.9254,0.9037
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.6233,0.7207,0.945,0.9381,0.7626
"Exp72",0.7018,0.9559,0.7871,0.8524,0.7704
"Exp73",0.7185,0.7295,0.931,0.9381,0.7917
"Exp74",0.6574,0.9921,0.8257,0.7476,0.9709
"Exp75",0.7161,0.9445,0.8982,0.9254,0.8914
"Exp76",NA,NA,NA,NA,NA
"Exp77",NA,NA,NA,NA,NA
"Exp78",NA,NA,NA,NA,NA
"Exp79",NA,NA,NA,NA,NA
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
