"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.9056,0.924,0.8972,0.8951,0.852
"Exp02",0.9184,0.9479,0.8852,0.8337,0.8387
"Exp03",0.9156,0.8994,0.8988,0.8951,0.8806
"Exp04",0.9184,0.9542,0.8852,0.8337,0.8388
"Exp05",0.34,0.31,0.24,0.19,0.28
"Exp06",0.34,0.31,0.24,0.19,0.28
"Exp07",0.4119,0.3315,0.401,0.2806,0.3234
"Exp08",0.34,0.31,0.24,0.19,0.28
"Exp09",0.34,0.31,0.24,0.19,0.28
"Exp10",0.7481,0.803,0.7078,0.7277,0.7173
"Exp11",0.34,0.31,0.24,0.19,0.28
"Exp12",0.34,0.31,0.24,0.19,0.28
"Exp13",0.8801,0.9433,0.7895,0.7999,0.793
"Exp14",0.34,0.31,0.24,0.19,0.28
"Exp15",0.34,0.31,0.24,0.19,0.28
"Exp16",0.8565,0.8936,0.6974,0.8307,0.793
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.8958,0.9955,0.8837,0.8536,0.899
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.9246,0.9955,0.9381,0.8974,0.9301
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.9387,0.9876,0.8747,0.8974,0.9109
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.9387,0.9955,0.8866,0.8902,0.899
"Exp29",0.9044,0.9781,0.9321,0.8974,0.901
"Exp30",0.9132,0.9827,0.8686,0.8974,0.9343
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.9071,0.9841,0.885,0.8495,0.9186
"Exp33",0.9759,0.9494,0.9219,0.8859,0.9107
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.9704,0.9643,0.8807,0.8974,0.8728
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.9689,0.9796,0.8259,0.8859,0.9005
"Exp42",0.9689,0.9955,0.8804,0.7626,0.9242
"Exp43",0.9746,0.9743,0.947,0.8621,0.9414
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.96,0.9955,0.9045,0.8974,0.9075
"Exp46",0.9695,0.9935,0.904,0.8612,0.8645
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.8752,0.9931,0.9449,0.7697,0.7989
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.9695,0.9916,0.9348,0.8612,0.8326
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.9729,0.9829,0.8729,0.8727,0.8661
"Exp59",0.8875,0.9955,0.9384,0.8859,0.8743
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.9026,0.9762,0.8793,0.8559,0.8667
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.9389,0.994,0.9164,0.8859,0.8845
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.9054,0.9566,0.8333,0.8974,0.8946
"Exp72",0.8421,0.9235,0.6597,0.7199,0.8905
"Exp73",0.9257,0.9788,0.9316,0.8974,0.9405
"Exp74",0.9582,0.9292,0.7616,0.7055,0.817
"Exp75",0.9244,0.9944,0.9175,0.8859,0.8331
"Exp76",0.903,0.9437,0.7411,0.6939,0.7093
"Exp77",0.9381,0.9739,0.822,0.8974,0.9388
"Exp78",0.9024,0.9029,0.8241,0.784,0.8533
"Exp79",0.9601,0.9829,0.9175,0.8859,0.9063
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
