"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.7391,0.9612,0.6844,0.8548,0.8468
"Exp02",0.7569,0.959,0.823,0.8028,0.6303
"Exp03",0.753,0.9395,0.6973,0.8548,0.8591
"Exp04",0.7569,0.9322,0.823,0.8028,0.7428
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.6769,0.8051,0.6534,0.6413,0.6881
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.6771,0.7877,0.5343,0.6974,0.6881
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.7425,0.9543,0.8673,0.7126,0.7672
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.6563,0.9543,0.872,0.8704,0.7887
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.7416,0.8288,0.8582,0.8704,0.7227
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.7231,0.9313,0.7514,0.8669,0.7672
"Exp29",0.7366,0.906,0.8488,0.8704,0.7019
"Exp30",0.7551,0.7892,0.7299,0.8704,0.787
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.6819,0.8908,0.7844,0.7052,0.7316
"Exp33",0.8303,0.6756,0.8497,0.865,0.6581
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.7743,0.8643,0.7546,0.8704,0.6162
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.8258,0.8457,0.6677,0.865,0.7947
"Exp42",0.8258,0.8613,0.7919,0.6663,0.7598
"Exp43",0.8455,0.8289,0.9163,0.7517,0.8183
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.8079,0.8964,0.7844,0.8704,0.6996
"Exp46",0.7928,0.8417,0.8379,0.7304,0.7284
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.7011,0.8992,0.9256,0.5544,0.7442
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.8365,0.8079,0.8792,0.7304,0.6282
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.7395,0.9115,0.8389,0.7362,0.8365
"Exp59",0.7545,0.8815,0.9001,0.865,0.7063
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.7749,0.8525,0.7975,0.7341,0.862
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.8364,0.825,0.8279,0.865,0.8014
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.7349,0.7831,0.7762,0.8704,0.743
"Exp72",0.7784,0.7981,0.6066,0.6712,0.659
"Exp73",0.8014,0.817,0.8959,0.8704,0.6945
"Exp74",0.7402,0.8031,0.6312,0.6624,0.7354
"Exp75",0.7784,0.9589,0.8737,0.865,0.8432
"Exp76",NA,NA,NA,NA,NA
"Exp77",NA,NA,NA,NA,NA
"Exp78",NA,NA,NA,NA,NA
"Exp79",NA,NA,NA,NA,NA
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
