"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.6566,0.8513,0.6235,0.6882,0.8098
"Exp02",0.6205,0.8075,0.7389,0.4888,0.9262
"Exp03",0.6595,0.8307,0.6235,0.6651,0.5018
"Exp04",0.6205,0.8075,0.7389,0.5764,0.9262
"Exp05",0,0,0,0,0
"Exp06",0,0,0,0,0
"Exp07",0.308,0.0397,0.0459,0.1455,0.105
"Exp08",0,0,0,0,0
"Exp09",0,0,0,0,0
"Exp10",0.5236,0.6627,0.2628,0.3405,0.0834
"Exp11",0,0,0,0,0
"Exp12",0,0,0,0,0
"Exp13",0.6175,0.5967,0.406,0.4781,0.3814
"Exp14",0,0,0,0,0
"Exp15",0,0,0,0,0
"Exp16",0.6181,0.6114,0.4112,0.5345,0.3814
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.5478,0.7715,0.7339,0.7321,0.3729
"Exp21",NA,NA,NA,NA,NA
"Exp22",NA,NA,NA,NA,NA
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.5263,0.8216,0.8823,0.5479,0.4155
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.503,0.7988,0.7205,0.7584,0.4249
"Exp29",0.5586,0.8111,0.763,0.7329,0.4608
"Exp30",0.4688,0.7981,0.8478,0.7187,0.3487
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.4624,0.7468,0.7086,0.8343,0.4272
"Exp33",0.5622,0.8605,0.8672,0.8059,0.4906
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.63,0.8443,0.6555,0.7868,0.6086
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.6532,0.8335,0.7531,0.6785,0.503
"Exp42",0.5738,0.8789,0.8945,0.8229,0.9979
"Exp43",0.528,0.6127,0.739,0.5665,0.392
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.5291,0.8252,0.7877,0.8071,0.421
"Exp46",0.4728,0.7398,0.6898,0.7319,0.5283
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.5592,0.7981,0.6363,0.4983,0.5356
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.4618,0.739,0.7642,0.7319,0.36
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.4234,0.8499,0.6562,0.7217,0.4298
"Exp59",0.6181,0.8111,0.5604,0.7002,0.4698
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.5685,0.8317,0.63,0.4412,0.4637
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.5738,0.7836,0.7294,0.7483,0.559
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.5303,0.8305,0.5604,0.8047,0.4171
"Exp72",0.5009,0.5847,0.3755,0.5216,0.2239
"Exp73",0.5321,0.7123,0.8554,0.7696,0.416
"Exp74",0.6185,0.6711,0.2326,0.6651,0.6469
"Exp75",0.5452,0.8608,0.6612,0.7441,0.7776
"Exp76",0.634,0.9277,0.3669,0.4808,0.5965
"Exp77",0.6302,0.7698,0.6412,0.5949,0.9562
"Exp78",0.6345,0.6452,0.2352,0.4713,0.7735
"Exp79",0.6517,0.827,0.6632,0.6485,0.949
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
