"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.5413,0.5252,0.3235,0.516,0.3558
"Exp02",0.4617,0.5848,0.4016,0.3868,0.3458
"Exp03",0.7306,0.4804,0.3235,0.5815,0.3902
"Exp04",0.4617,0.5848,0.4016,0.4182,0.3458
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.7346,0.4131,0.243,0.3765,0.2421
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.7676,0.4447,0.3014,0.5436,0.2421
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.3966,0.55,0.4325,0.5267,0.3005
"Exp21",NA,NA,NA,NA,NA
"Exp22",NA,NA,NA,NA,NA
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.4337,0.6,0.5603,0.518,0.2989
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.3718,0.596,0.4965,0.4108,0.3477
"Exp29",0.3873,0.541,0.4717,0.5304,0.4154
"Exp30",0.3137,0.5899,0.5323,0.4853,0.2852
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.1649,0.5167,0.3445,0.4974,0.3018
"Exp33",0.6736,0.6414,0.5709,0.5495,0.4749
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.5789,0.6159,0.4729,0.5741,0.4788
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.5833,0.6128,0.5577,0.6021,0.4831
"Exp42",0.6991,0.6443,0.5705,0.5452,0.6766
"Exp43",0.4292,0.5617,0.543,0.5299,0.2868
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.6295,0.5859,0.5571,0.5685,0.374
"Exp46",0.3259,0.4581,0.4739,0.527,0.2158
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.1724,0.5817,0.4804,0.492,0.2958
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.2933,0.4943,0.3967,0.527,0.2741
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.1903,0.6008,0.4998,0.4108,0.2473
"Exp59",0.3477,0.5452,0.4608,0.5943,0.2019
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.509,0.5244,0.4055,0.23,0.2894
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.6991,0.5518,0.5432,0.4763,0.2578
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.3012,0.5357,0.4656,0.5574,0.2404
"Exp72",0.3472,0.4036,0.2791,0.4285,0.2653
"Exp73",0.3603,0.4273,0.5333,0.4572,0.3271
"Exp74",0.7048,0.5607,0.3836,0.5815,0.313
"Exp75",0.3801,0.4927,0.4305,0.4347,0.4024
"Exp76",NA,NA,NA,NA,NA
"Exp77",NA,NA,NA,NA,NA
"Exp78",NA,NA,NA,NA,NA
"Exp79",NA,NA,NA,NA,NA
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
