"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.2202,0.3305,0.3184,0.3409,0.199
"Exp02",0.211,0.2233,0.3079,0.4526,0.203
"Exp03",0.2529,0.2716,0.3184,0.3958,0.1474
"Exp04",0.211,0.2233,0.3079,0.3432,0.206
"Exp05",6.3671,9.7909,4.7866,5.5563,3.4388
"Exp06",6.3683,9.7915,4.7866,5.5562,3.439
"Exp07",6.7687,10.7058,6.159,5.2036,3.8908
"Exp08",6.3671,9.7909,4.7866,5.5563,3.4388
"Exp09",6.3683,9.7915,4.7866,5.5562,3.439
"Exp10",1.7887,0.7539,2.2411,1.384,2.1269
"Exp11",6.3671,9.7909,4.7866,5.5563,3.4388
"Exp12",6.3683,9.7915,4.7866,5.5562,3.439
"Exp13",1.6969,0.5583,2.3741,2.1981,1.3537
"Exp14",6.3671,9.7909,4.7866,5.5563,3.4388
"Exp15",6.3683,9.7915,4.7866,5.5562,3.439
"Exp16",1.6462,0.6647,2.2201,1.9822,1.4155
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.0841,0.1319,0.1218,0.1243,0.0787
"Exp21",NA,NA,NA,NA,NA
"Exp22",NA,NA,NA,NA,NA
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.0805,0.1456,0.1434,0.2665,0.0978
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.0688,0.1384,0.2227,0.1338,0.09
"Exp29",0.0792,0.1394,0.1264,0.1275,0.104
"Exp30",0.0841,0.1375,0.1632,0.1316,0.0761
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.0653,0.1308,0.5095,0.1452,0.089
"Exp33",0.1317,0.1481,0.1434,0.1446,0.1085
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.12,0.1544,0.1937,0.1507,0.1295
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.1132,0.1425,0.224,0.2829,0.1113
"Exp42",0.1152,0.1528,0.1449,0.1666,0.1705
"Exp43",0.0931,0.4958,0.2291,0.2589,0.0841
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.1728,0.1713,0.2606,0.1517,0.0894
"Exp46",0.0831,0.1524,0.3277,0.1413,0.1243
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.1112,0.1517,0.3632,0.7948,0.1145
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.0852,0.1296,0.1808,0.1424,0.0905
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.1095,0.1771,0.3485,0.1505,0.1127
"Exp59",0.1147,0.1497,0.4782,0.2655,0.1098
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.092,0.1675,0.7278,1.069,0.0975
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.1146,0.1474,0.2442,0.1475,0.1108
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.1192,0.1511,0.441,0.1663,0.0792
"Exp72",1.0084,1.0349,0.8445,0.6409,1.3026
"Exp73",0.0841,0.1382,0.1486,0.1329,0.0989
"Exp74",0.5223,0.9247,1.345,0.7207,1.1163
"Exp75",0.176,0.2107,0.1984,0.2347,0.1624
"Exp76",0.3449,1.1846,1.881,1.1985,1.3169
"Exp77",0.1226,0.1475,0.22,0.2621,0.1623
"Exp78",0.524,1.4293,1.3239,1.4669,1.12
"Exp79",0.1841,0.2967,0.32,0.3484,0.2031
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
