"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.7594,0.9305,0.8169,0.8161,0.7896
"Exp02",0.7317,0.8581,0.865,0.76,0.9155
"Exp03",0.9495,0.8465,0.8169,0.9135,0.4769
"Exp04",0.7317,0.8581,0.865,0.7588,0.9155
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.9525,0.7809,0.6408,0.8356,0.8631
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.9535,0.7925,0.6408,0.8429,0.8631
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.5762,0.7519,0.7289,0.7905,0.3588
"Exp21",NA,NA,NA,NA,NA
"Exp22",NA,NA,NA,NA,NA
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.603,0.8658,0.9026,0.7929,0.3982
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.5248,0.8311,0.8674,0.7674,0.4073
"Exp29",0.5693,0.8021,0.7547,0.7917,0.4366
"Exp30",0.5198,0.8301,0.9073,0.754,0.341
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.4921,0.7278,0.7488,0.8624,0.414
"Exp33",0.8485,0.8707,0.8815,0.8758,0.4592
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.8188,0.8764,0.723,0.8843,0.573
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.7782,0.8465,0.9131,0.9379,0.4707
"Exp42",0.8307,0.9083,0.9061,0.8904,0.9976
"Exp43",0.5861,0.8755,0.9085,0.7808,0.3828
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.803,0.8475,0.9425,0.9001,0.3943
"Exp46",0.5208,0.75,0.7946,0.8063,0.5216
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.6495,0.8301,0.8862,0.7442,0.5485
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.5406,0.7461,0.838,0.8063,0.3511
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.496,0.8716,0.8768,0.7832,0.427
"Exp59",0.7198,0.8137,0.8099,0.9306,0.4597
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.6426,0.8369,0.8603,0.7357,0.4702
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.8307,0.8137,0.9073,0.8088,0.5504
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.6257,0.8147,0.8169,0.9001,0.4193
"Exp72",0.7168,0.7529,0.7758,0.8794,0.6042
"Exp73",0.5614,0.7452,0.9026,0.8027,0.3987
"Exp74",0.9554,0.9527,0.9038,0.9135,0.9087
"Exp75",0.6376,0.8736,0.6725,0.8295,0.756
"Exp76",NA,NA,NA,NA,NA
"Exp77",NA,NA,NA,NA,NA
"Exp78",NA,NA,NA,NA,NA
"Exp79",NA,NA,NA,NA,NA
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
