"numMicroClusters","numMacroClusters","numClasses","SSQ","silhouette","precision","recall","F1","purity","cRand"
100,4,4,240.299743827309,0.435950033940029,0.797376093294461,0.741192411924119,0.768258426966292,0.786321070234114,0.674843064751913
100,4,4,232.71391843753,0.42499613560186,0.782470119521912,0.667573079537729,0.720469552457814,0.836834733893557,0.615170754650568
99,4,4,212.510074826308,0.330552161719626,0.704600484261501,0.510227936879018,0.591864406779661,0.815298913043478,0.424876397351177
100,4,4,206.493872145982,0.499790633234463,0.902093180283592,0.798088410991637,0.846909667194929,0.889285714285714,0.775693690377078
100,4,4,194.696569552542,0.437174486593992,0.779331779331779,0.662921348314607,0.716428571428571,0.86311102690413,0.605610856132404
