"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand"
56,4,4,348.508615868714,0.487919858573954,0.794270833333333,0.298000730311459
102,4,4,356.484678855937,0.54421768707483,0.637551990493167,0.375630794691608
141,4,4,244.146992530968,0.819047619047619,0.85472972972973,0.678679299929662
179,4,4,393.158123307658,0.675523760858457,0.784659090909091,0.572237728183218
197,4,4,298.593972965487,0.779035139964264,0.809442304949365,0.734023548692292
