"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.4943,0.4358,0.344,0.545,0.4158
"Exp02",0.3242,0.3516,0.415,0.3152,0.5904
"Exp03",0.4943,0.4358,0.344,0.545,0.4158
"Exp04",0.3242,0.3516,0.415,0.3152,0.5904
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.5815,0.605,0.5558,0.5882,0.5954
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.5761,0.598,0.5558,0.5928,0.5954
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.5806,0.605,0.5503,0.5991,0.5987
"Exp21",0.5815,0.605,0.5598,0.5952,0.5987
"Exp22",0.5794,0.605,0.5598,0.5991,0.5987
"Exp23",0.5815,0.605,0.5598,0.5952,0.5987
"Exp24",0.5794,0.605,0.5516,0.5991,0.5987
"Exp25",0.5806,0.605,0.5598,0.5952,0.5987
"Exp26",0.5794,0.605,0.5598,0.5991,0.5987
"Exp27",0.5794,0.605,0.5598,0.5991,0.5987
"Exp28",0.5806,0.605,0.5513,0.5991,0.5987
"Exp29",0.5806,0.605,0.5598,0.5952,0.5987
"Exp30",0.5631,0.6073,0.5482,0.5991,0.5959
"Exp31",0.5683,0.6073,0.5441,0.5991,0.5796
"Exp32",0.5683,0.6073,0.5441,0.5991,0.5796
"Exp33",0.5806,0.605,0.5516,0.6003,0.5987
"Exp34",0.4013,0.3573,0.5629,0.6003,0.5987
"Exp35",0.5794,0.605,0.5629,0.5991,0.5987
"Exp36",0.4013,0.605,0.5629,0.3999,0.5987
"Exp37",0.5794,0.4124,0.5629,0.5991,0.5987
"Exp38",0.5806,0.605,0.3639,0.6003,0.5987
"Exp39",0.5794,0.605,0.3639,0.5991,0.5987
"Exp40",0.5794,0.605,0.5629,0.4171,0.5987
"Exp41",0.5806,0.605,0.5598,0.6003,0.5987
"Exp42",0.5806,0.605,0.5629,0.6003,0.3591
"Exp43",0.5631,0.6073,0.5504,0.5991,0.3506
"Exp44",0.5683,0.6073,0.5441,0.5991,0.3506
"Exp45",0.5683,0.6073,0.5441,0.4502,0.5796
"Exp46",0.5844,0.5986,0.5472,0.5952,0.5987
"Exp47",0.5844,0.6073,0.5523,0.5952,0.5798
"Exp48",0.5811,0.6073,0.3311,0.5913,0.5892
"Exp49",0.5834,0.6073,0.5504,0.5944,0.5954
"Exp50",0.5684,0.6073,0.5332,0.5913,0.5987
"Exp51",0.5811,0.5573,0.5464,0.5813,0.5987
"Exp52",0.5811,0.6073,0.5445,0.5913,0.5954
"Exp53",0.5684,0.6073,0.546,0.5913,0.5954
"Exp54",0.5815,0.6073,0.5472,0.5952,0.5954
"Exp55",0.5817,0.6073,0.5464,0.5813,0.5987
"Exp56",0.5817,0.6073,0.5504,0.5991,0.5959
"Exp57",0.5762,0.6073,0.5472,0.5991,0.5959
"Exp58",0.5762,0.6073,0.5472,0.5991,0.5959
"Exp59",0.5844,0.4172,0.5472,0.5952,0.5954
"Exp60",0.5863,0.6073,0.3533,0.4364,0.5798
"Exp61",0.5817,0.4018,0.4349,0.592,0.5954
"Exp62",0.5834,0.6027,0.5485,0.5814,0.5892
"Exp63",0.5817,0.6073,0.5522,0.4215,0.5954
"Exp64",0.5834,0.6073,0.5472,0.592,0.5336
"Exp65",0.5817,0.6073,0.549,0.592,0.5954
"Exp66",0.5817,0.6073,0.4349,0.592,0.5954
"Exp67",0.5844,0.6073,0.5472,0.5952,0.5954
"Exp68",0.5417,0.6073,0.3706,0.5822,0.5336
"Exp69",0.5817,0.6073,0.5504,0.5991,0.5796
"Exp70",0.5762,0.6073,0.5524,0.5991,0.5959
"Exp71",0.5683,0.6073,0.5524,0.4502,0.5959
"Exp72",0.5762,0.6004,0.5526,0.5895,0.5987
"Exp73",0.5794,0.6008,0.5529,0.595,0.5903
"Exp74",0.5811,0.6073,0.5594,0.5882,0.5987
"Exp75",0.5806,0.598,0.5598,0.6003,0.5987
"Exp76",0.5551,0.5788,0.551,0.582,0.5884
"Exp77",0.5762,0.5958,0.5593,0.3959,0.5996
"Exp78",0.5815,0.6019,0.5629,0.5928,0.5987
"Exp79",0.5806,0.4124,0.5594,0.5963,0.6001
"Exp80",0.5806,0.605,0.5503,0.5991,0.5987
"Exp81",0.5791,0.5984,0.306,0.4178,0.5197
"Exp82",0.5806,0.605,0.5598,0.5928,0.5987
"Exp83",0.5791,0.5984,0.306,0.5857,0.5197
"Exp84",0.5794,0.6073,0.5516,0.6003,0.5987
"Exp85",0.5791,0.5984,0.3146,0.4178,0.5197
"Exp86",0.5806,0.605,0.5594,0.5928,0.5984
"Exp87",0.5791,0.5984,0.3146,0.5857,0.5197
