"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8776,0.9373,0.9568,0.9193,0.8998
"Exp02",0.8196,0.8558,0.9584,0.9026,0.9419
"Exp03",0.8776,0.9373,0.9568,0.9193,0.8998
"Exp04",0.8196,0.8558,0.9584,0.9026,0.9419
"Exp05",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp06",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp07",0.3317,0.329,0.3335,0.3274,0.3267
"Exp08",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp09",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp10",0.334,0.329,0.3335,0.3271,0.3267
"Exp11",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp12",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp13",0.866,0.9445,0.9224,0.8882,0.92
"Exp14",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp15",0.3331,0.3299,0.3335,0.3275,0.3269
"Exp16",0.8687,0.902,0.9224,0.9229,0.92
"Exp17",0.332,0.329,0.3305,0.3264,0.3261
"Exp18",0.332,0.329,0.3305,0.3264,0.3261
"Exp19",0.332,0.329,0.3305,0.3264,0.3261
"Exp20",0.8687,0.9445,0.8861,0.9234,0.9031
"Exp21",0.8514,0.9445,0.9224,0.9246,0.9031
"Exp22",0.8531,0.9445,0.9224,0.9234,0.9031
"Exp23",0.8514,0.9445,0.9224,0.9246,0.9031
"Exp24",0.8531,0.9445,0.924,0.9234,0.9031
"Exp25",0.8687,0.9445,0.9224,0.9246,0.9031
"Exp26",0.8531,0.9445,0.9224,0.9234,0.9031
"Exp27",0.8531,0.9445,0.9224,0.9234,0.9031
"Exp28",0.8687,0.9445,0.905,0.9234,0.9031
"Exp29",0.8687,0.9445,0.9224,0.9246,0.9031
"Exp30",0.8275,0.9644,0.868,0.9234,0.9188
"Exp31",0.858,0.9644,0.8452,0.9234,0.8803
"Exp32",0.858,0.9644,0.8452,0.9234,0.8803
"Exp33",0.8687,0.9445,0.8674,0.9419,0.9031
"Exp34",0.5611,0.5305,0.9409,0.9419,0.9031
"Exp35",0.8531,0.9445,0.9409,0.9234,0.9031
"Exp36",0.5611,0.9445,0.9409,0.5491,0.9031
"Exp37",0.8531,0.5316,0.9409,0.9234,0.9031
"Exp38",0.8687,0.9445,0.5304,0.9419,0.9031
"Exp39",0.8531,0.9445,0.5304,0.9234,0.9031
"Exp40",0.8531,0.9445,0.9409,0.5496,0.9031
"Exp41",0.8687,0.9445,0.9224,0.9419,0.9031
"Exp42",0.8687,0.9445,0.9409,0.9419,0.5463
"Exp43",0.8275,0.9644,0.8494,0.9234,0.5477
"Exp44",0.858,0.9644,0.8452,0.9234,0.5477
"Exp45",0.858,0.9644,0.8452,0.5624,0.8803
"Exp46",0.8806,0.9196,0.8452,0.9246,0.9031
"Exp47",0.8806,0.9644,0.868,0.9246,0.8816
"Exp48",0.9004,0.9644,0.5423,0.9235,0.9007
"Exp49",0.9149,0.9644,0.8494,0.9425,0.92
"Exp50",0.8866,0.9644,0.5656,0.9235,0.9031
"Exp51",0.9004,0.5582,0.8835,0.902,0.9031
"Exp52",0.9004,0.9644,0.8657,0.9235,0.92
"Exp53",0.8913,0.9644,0.8642,0.9235,0.92
"Exp54",0.8514,0.9644,0.8452,0.9246,0.92
"Exp55",0.8942,0.9644,0.8835,0.902,0.9031
"Exp56",0.8942,0.9644,0.8494,0.9234,0.9188
"Exp57",0.8892,0.9644,0.8452,0.9234,0.9188
"Exp58",0.8892,0.9644,0.8452,0.9234,0.9188
"Exp59",0.8806,0.5333,0.8452,0.9246,0.92
"Exp60",0.8951,0.9644,0.5302,0.5571,0.8816
"Exp61",0.8942,0.5316,0.6775,0.9067,0.92
"Exp62",0.9149,0.9418,0.831,0.8715,0.9007
"Exp63",0.8942,0.9644,0.9356,0.5517,0.92
"Exp64",0.9149,0.9644,0.8452,0.9067,0.5925
"Exp65",0.8942,0.9644,0.8841,0.9067,0.92
"Exp66",0.8942,0.9644,0.6775,0.9067,0.92
"Exp67",0.8806,0.9644,0.8452,0.9246,0.92
"Exp68",0.8095,0.9644,0.5368,0.8868,0.5925
"Exp69",0.8942,0.9644,0.8494,0.9234,0.8803
"Exp70",0.8892,0.9644,0.9211,0.9234,0.9188
"Exp71",0.858,0.9644,0.9211,0.5624,0.9188
"Exp72",0.8892,0.9232,0.9441,0.9235,0.9031
"Exp73",0.9004,0.9232,0.9026,0.9044,0.9216
"Exp74",0.9004,0.9644,0.9404,0.9067,0.9031
"Exp75",0.8687,0.902,0.9224,0.9419,0.9031
"Exp76",0.8923,0.8871,0.8868,0.904,0.8828
"Exp77",0.8892,0.8812,0.906,0.5502,0.9014
"Exp78",0.8514,0.9465,0.9409,0.9229,0.9031
"Exp79",0.8687,0.5316,0.9404,0.9425,0.9199
"Exp80",0.8687,0.9445,0.8861,0.9234,0.9031
"Exp81",0.8539,0.8976,0.5258,0.5689,0.7441
"Exp82",0.8687,0.9445,0.9224,0.9229,0.9031
"Exp83",0.8539,0.8976,0.5258,0.9412,0.7441
"Exp84",0.8531,0.9644,0.8674,0.9419,0.9031
"Exp85",0.8539,0.8976,0.5217,0.5689,0.7441
"Exp86",0.8687,0.9445,0.9404,0.9229,0.9216
"Exp87",0.8539,0.8976,0.5217,0.9412,0.7441
