"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8519,0.9375,0.916,0.8965,0.8757
"Exp02",0.8913,0.9117,0.903,0.8402,0.8432
"Exp03",0.8519,0.9375,0.916,0.8965,0.8757
"Exp04",0.8913,0.9117,0.903,0.8402,0.8432
"Exp05",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp06",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp07",0.3316,0.3323,0.3354,0.3271,0.3271
"Exp08",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp09",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp10",0.3316,0.3323,0.3354,0.3271,0.5763
"Exp11",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp12",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp13",0.9004,0.9835,0.9315,0.899,0.8993
"Exp14",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp15",0.3285,0.3331,0.3356,0.3271,0.3271
"Exp16",0.5422,0.9835,0.9315,0.899,0.8993
"Exp17",0.4569,0.3346,0.0489,0.3267,0.3275
"Exp18",0.4569,0.3346,0.3373,0.3267,0.3275
"Exp19",0.4569,0.3346,0.3373,0.3267,0.3275
"Exp20",0.8964,0.9502,0.916,0.901,0.9204
"Exp21",0.8764,0.9334,0.916,0.8811,0.9395
"Exp22",0.8964,0.9502,0.916,0.901,0.9204
"Exp23",0.8764,0.9334,0.916,0.8811,0.9193
"Exp24",0.8964,0.9502,0.916,0.901,0.9204
"Exp25",0.8964,0.9502,0.916,0.901,0.9003
"Exp26",0.8964,0.9502,0.916,0.901,0.9204
"Exp27",0.8964,0.9502,0.916,0.901,0.9204
"Exp28",0.8964,0.9502,0.916,0.901,0.9204
"Exp29",0.8964,0.9502,0.916,0.901,0.9003
"Exp30",0.8567,0.9166,0.8966,0.9204,0.8832
"Exp31",0.8567,0.9166,0.8966,0.9204,0.9018
"Exp32",0.8567,0.9166,0.6163,0.9204,0.9018
"Exp33",0.8764,0.5769,0.6163,0.901,0.8457
"Exp34",0.8764,0.9334,0.6163,0.8811,0.9193
"Exp35",0.8764,0.9669,0.6163,0.901,0.9193
"Exp36",0.8764,0.9334,0.6163,0.8811,0.5264
"Exp37",0.8764,0.5898,0.8966,0.901,0.9193
"Exp38",0.8764,0.9669,0.8966,0.901,0.9193
"Exp39",0.8764,0.9669,0.6163,0.901,0.8457
"Exp40",0.8764,0.568,0.8966,0.901,0.8457
"Exp41",0.8764,0.9669,0.6163,0.901,0.8457
"Exp42",0.8764,0.5898,0.8966,0.901,0.9193
"Exp43",0.8567,0.5898,0.6163,0.9204,0.8832
"Exp44",0.8567,0.9166,0.8966,0.9204,0.9018
"Exp45",0.8567,0.9166,0.8966,0.9204,0.9018
"Exp46",0.8964,0.9166,0.916,0.8818,0.8457
"Exp47",0.8964,0.8999,0.9315,0.8818,0.8457
"Exp48",0.8964,0.9166,0.916,0.8818,0.8457
"Exp49",0.8964,0.9166,0.6067,0.8818,0.864
"Exp50",0.8964,0.9334,0.916,0.901,0.9211
"Exp51",0.8964,0.9334,0.916,0.8818,0.9211
"Exp52",0.8964,0.9166,0.916,0.8818,0.9211
"Exp53",0.8964,0.9334,0.916,0.8818,0.864
"Exp54",0.8964,0.9334,0.6113,0.901,0.9211
"Exp55",0.8964,0.9334,0.916,0.8818,0.9211
"Exp56",0.8964,0.9166,0.8966,0.9204,0.8832
"Exp57",0.8964,0.8999,0.8966,0.9204,0.9018
"Exp58",0.8567,0.8999,0.8966,0.9204,0.9018
"Exp59",0.8764,0.5898,0.916,0.901,0.9598
"Exp60",0.8764,0.9334,0.9315,0.901,0.9598
"Exp61",0.8764,0.6164,0.6481,0.901,0.9598
"Exp62",0.8764,0.9334,0.6163,0.901,0.8457
"Exp63",0.8764,0.9334,0.7006,0.901,0.9598
"Exp64",0.8764,0.9334,0.9315,0.7601,0.9395
"Exp65",0.8764,0.9334,0.6163,0.901,0.9211
"Exp66",0.8764,0.6164,0.916,0.901,0.864
"Exp67",0.8764,0.9334,0.6163,0.901,0.9598
"Exp68",0.8764,0.6164,0.9315,0.901,0.864
"Exp69",0.8567,0.5872,0.6163,0.9204,0.8832
"Exp70",0.8567,0.8999,0.8966,0.9204,0.9802
"Exp71",0.8567,0.8999,0.8966,0.9204,0.9802
"Exp72",0.8964,0.8327,0.916,0.9796,0.9395
"Exp73",0.8964,0.9166,0.8944,0.8804,0.9211
"Exp74",0.8964,0.9166,0.8944,0.88,0.9395
"Exp75",0.8964,0.9334,0.916,0.8811,0.901
"Exp76",0.8781,0.5631,0.916,0.8795,0.8797
"Exp77",0.8964,0.9669,0.5957,0.8804,0.9193
"Exp78",0.9168,0.9669,0.5832,0.9193,0.9802
"Exp79",0.8764,0.9166,0.916,0.8811,0.901
"Exp80",0.8964,0.9502,0.916,0.901,0.9204
"Exp81",0.8781,0.6901,0.5925,0.939,0.6836
"Exp82",0.8964,0.9166,0.916,0.8811,0.901
"Exp83",0.8781,0.6901,0.5925,0.939,0.6836
"Exp84",0.8764,0.9669,0.6163,0.901,0.9193
"Exp85",0.8781,0.7049,0.6444,0.939,0.6836
"Exp86",0.8764,0.9166,0.916,0.8811,0.5484
"Exp87",0.8781,0.7049,0.6444,0.939,0.7565
