"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand"
18,7,5,1.78874014925797,0.51603325415677,0.791942028985507,0.52361777478905
57,7,5,0.753909604665444,0.667440061871616,0.847374847374847,0.662708004358235
113,7,6,2.24114694147512,0.322934719815136,0.600040916530278,0.262750774534867
70,7,6,1.3839525441367,0.373737373737374,0.8234375,0.340465424065292
62,7,4,2.12693981207202,0.462063428342031,0.641498655913978,0.0833651749462199
