"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand","NA","NA","NA"
25,2,4,3.2554420718175,0.383104172091592,0.503352243424446,0.779552715654952,0.61172046380445,0.536361156573923,0.439402080072803
26,1,4,6.3102286466189,0.245810055865922,0.342105263157895,-0.00219780219780215,NA,NA,NA
26,1,4,6.31331159860804,0.246922024623803,0.476950354609929,0.00885345325015388,NA,NA,NA
28,1,4,6.27191297694216,0.245722531436817,0.646464646464646,0.00176860562264683,NA,NA,NA
28,1,4,6.30031129589484,0.247597765363128,0.352631578947368,0.00549121665582298,NA,NA,NA
