"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8581,0.8625,0.9365,0.87,0.8587
"Exp02",0.7504,0.8966,0.944,0.8177,0.9672
"Exp03",0.8581,0.8625,0.9365,0.87,0.8587
"Exp04",0.7504,0.8966,0.944,0.8177,0.9672
"Exp05",0.31,0.29,0.27,0.29,0.29
"Exp06",0.31,0.29,0.27,0.29,0.29
"Exp07",0.4031,0.6414,0.3421,0.29,0.29
"Exp08",0.31,0.29,0.27,0.29,0.29
"Exp09",0.31,0.29,0.27,0.29,0.29
"Exp10",0.4031,0.7758,0.5572,0.29,0.6465
"Exp11",0.31,0.29,0.27,0.29,0.29
"Exp12",0.31,0.29,0.27,0.29,0.29
"Exp13",0.9476,0.9176,0.93,0.8804,0.9382
"Exp14",0.31,0.29,0.27,0.29,0.29
"Exp15",0.31,0.29,0.27,0.29,0.29
"Exp16",0.9476,0.9176,0.93,0.8804,0.9458
"Exp17",0.5034,0.3421,0.477,0.6465,0.3526
"Exp18",0.6802,0.3421,0.477,0.6465,0.3526
"Exp19",0.7607,0.7324,0.805,NA,0.5956
"Exp20",0.968,0.9632,0.9199,0.8901,0.959
"Exp21",0.9556,0.9476,0.9199,0.9084,0.9488
"Exp22",0.968,0.954,0.9199,0.8901,0.9488
"Exp23",0.9556,0.9327,0.9207,0.9084,0.8157
"Exp24",0.968,0.954,0.9199,0.8901,0.9488
"Exp25",0.968,0.954,0.9118,0.7719,0.9379
"Exp26",0.968,0.954,0.9199,0.8901,0.9488
"Exp27",0.8372,0.954,0.9199,0.8901,0.9488
"Exp28",0.968,0.9632,0.9199,0.8901,0.959
"Exp29",0.968,0.954,0.9118,0.8995,0.9379
"Exp30",0.968,0.94,0.9126,0.9285,0.9596
"Exp31",0.968,0.94,0.9126,0.9041,0.9296
"Exp32",0.968,0.94,0.9126,0.9041,0.9296
"Exp33",0.968,0.9632,0.9199,0.8995,0.9488
"Exp34",0.9343,0.954,0.9199,0.8995,0.9488
"Exp35",0.968,0.954,0.9364,0.8995,0.9488
"Exp36",0.9556,0.954,0.9199,0.7738,0.959
"Exp37",0.968,0.954,0.9304,0.8995,0.9488
"Exp38",0.968,0.954,0.95,0.8995,0.9488
"Exp39",0.968,0.954,0.9364,0.8995,0.9488
"Exp40",0.968,0.954,0.9364,0.8995,0.9488
"Exp41",0.968,0.8513,0.9364,0.8995,0.7786
"Exp42",0.968,0.954,0.95,0.8995,0.7786
"Exp43",0.8151,0.9155,0.9213,0.8719,0.9296
"Exp44",0.968,0.9155,0.9213,0.8061,0.7972
"Exp45",0.8506,0.9155,0.9213,0.9041,0.7972
"Exp46",0.8191,0.94,0.9304,0.8983,0.9379
"Exp47",0.8372,0.8315,0.9199,0.8753,0.9279
"Exp48",0.971,0.8083,0.93,0.8534,0.9482
"Exp49",0.9605,0.9303,0.9118,0.8916,0.9379
"Exp50",0.971,0.9444,0.93,0.6725,0.9279
"Exp51",0.8369,0.9369,0.9237,0.875,0.9379
"Exp52",0.971,0.9444,0.93,0.8725,0.9482
"Exp53",0.971,0.9444,0.9199,0.8725,0.9382
"Exp54",0.968,0.954,0.9304,0.8983,0.9379
"Exp55",0.9372,0.9369,0.9237,0.8751,0.9279
"Exp56",0.968,0.9632,0.9213,0.8842,0.9296
"Exp57",0.813,0.94,0.9213,0.9041,0.9596
"Exp58",0.971,0.94,0.9213,0.9041,0.9596
"Exp59",0.968,0.9272,0.9304,0.8983,0.9379
"Exp60",0.8358,0.9272,0.9304,0.8222,0.8162
"Exp61",0.8613,0.8563,0.9213,0.8392,0.771
"Exp62",0.9605,0.8695,0.88,0.8144,0.9279
"Exp63",0.823,0.9632,0.88,0.8392,0.7722
"Exp64",0.8034,0.8104,0.84,0.8222,0.7727
"Exp65",0.8182,0.9632,0.88,0.8617,0.771
"Exp66",0.87,0.9632,0.9199,0.8559,0.771
"Exp67",0.9605,0.9272,0.9304,0.8983,0.9379
"Exp68",0.8983,0.9632,0.84,0.7583,0.9488
"Exp69",0.971,0.898,0.9213,0.8623,0.9296
"Exp70",0.7179,0.9155,0.9213,0.9041,0.9596
"Exp71",0.763,0.9155,0.9213,0.8667,0.7972
"Exp72",0.8437,0.954,0.93,0.9218,0.9482
"Exp73",0.9765,0.954,0.95,0.9104,0.9388
"Exp74",0.9659,0.94,0.8387,0.9084,0.9379
"Exp75",0.9343,0.94,0.9199,0.8995,0.9488
"Exp76",0.8954,0.8677,0.95,0.9058,0.944
"Exp77",0.968,0.867,0.9304,0.7891,0.7946
"Exp78",0.9783,0.9272,0.9399,0.9279,0.9279
"Exp79",0.9343,0.954,0.9118,0.8719,0.9482
"Exp80",0.968,0.9632,0.9304,0.8901,0.9488
"Exp81",0.8762,0.8272,0.826,0.7592,0.8451
"Exp82",0.9444,0.94,0.9304,0.9279,0.7946
"Exp83",0.8762,0.8272,0.826,0.808,0.8451
"Exp84",0.968,0.8506,0.88,0.8995,0.9488
"Exp85",0.8818,0.8315,0.8312,0.7644,0.7511
"Exp86",0.9343,0.94,0.9304,0.8995,0.959
"Exp87",0.8818,0.8315,0.8312,0.7644,0.8648
