"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand"
1,1,3,6.95748320344292,0.333131313131313,0.38,0
1,1,3,5.89527235491139,0.32989898989899,0.37,0
1,1,3,6.3512258622231,0.333535353535354,0.4,0
1,1,3,6.09643866047627,0.327474747474747,0.35,0
1,1,3,6.04764851835025,0.326868686868687,0.34,0
