"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8014,0.8283,0.8474,0.7592,0.8499
"Exp02",0.774,0.7824,0.8433,0.7606,0.8656
"Exp03",0.8014,0.8283,0.8474,0.7592,0.8499
"Exp04",0.7668,0.7824,0.8433,0.7606,0.8656
"Exp05",0.2733,0.2754,0.2838,0.2669,0.2917
"Exp06",0.6325,0.2754,0.2838,0.2669,0.2917
"Exp07",0.4983,0.2886,0.2924,0.2976,0.4701
"Exp08",0.2733,0.2754,0.2838,0.2669,0.2917
"Exp09",0.2733,0.2754,0.2838,0.2669,0.2917
"Exp10",0.4844,0.3282,0.5515,0.31,0.7626
"Exp11",0.2733,0.2754,0.2838,0.2669,0.2917
"Exp12",0.6225,0.2754,0.2838,0.2669,0.2917
"Exp13",0.4802,0.8283,0.7498,0.758,0.5725
"Exp14",0.2733,0.2754,0.2838,0.2669,0.2917
"Exp15",0.6225,0.2754,0.2838,0.2669,0.2917
"Exp16",0.4802,0.8283,0.783,0.758,0.5725
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.8035,0.8283,0.8492,0.7659,0.8682
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.8035,0.8283,0.8492,0.7659,0.8682
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.8035,0.8283,0.8492,0.7659,0.8682
"Exp25",0.8035,0.8283,0.8474,0.7659,0.8682
"Exp26",0.8035,0.8283,0.8492,0.7659,0.8682
"Exp27",0.8035,0.8283,0.8492,0.7659,0.8682
"Exp28",0.8035,0.8283,0.8474,0.7659,0.8682
"Exp29",0.8035,0.8283,0.8474,0.7659,0.8682
"Exp30",0.8072,0.8283,0.5543,0.7659,0.8682
"Exp31",0.8035,0.8283,0.5438,0.7659,0.8737
"Exp32",0.8035,0.8283,0.8534,0.7659,0.867
"Exp33",0.8035,0.5218,0.8474,0.4826,0.8682
"Exp34",NA,NA,NA,NA,NA
"Exp35",0.8035,0.8283,0.8534,0.4826,0.5662
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.8035,0.8283,0.8534,0.7659,0.8682
"Exp38",0.4912,0.8283,0.8534,0.7659,0.8682
"Exp39",0.489,0.8283,0.8534,0.4826,0.8682
"Exp40",0.8035,0.5036,0.8534,0.4872,0.8682
"Exp41",0.8035,0.5275,0.8534,0.7659,0.8682
"Exp42",0.5029,0.8283,0.8534,0.7659,0.8682
"Exp43",0.8035,0.5117,0.8534,0.7659,0.5592
"Exp44",0.4912,0.8283,0.8534,0.4826,0.867
"Exp45",0.8035,0.8283,0.8534,0.4826,0.8682
"Exp46",0.8035,0.5117,0.8474,0.7659,0.8682
"Exp47",NA,NA,NA,NA,NA
"Exp48",0.8072,0.8283,0.8492,0.7659,0.8682
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.8035,0.5168,0.5151,0.7659,0.5592
"Exp51",0.8035,0.5077,0.5193,0.4734,0.8682
"Exp52",0.8072,0.8283,0.8474,0.7659,0.8682
"Exp53",0.8035,0.8267,0.8492,0.7659,0.8682
"Exp54",0.8072,0.8283,0.8474,0.7659,0.8682
"Exp55",0.8072,0.8283,0.8512,0.4734,0.8682
"Exp56",0.8035,0.8283,0.8474,0.7659,0.867
"Exp57",0.8035,0.8283,0.8474,0.7659,0.867
"Exp58",0.8035,0.8283,0.8474,0.7659,0.8682
"Exp59",0.8035,0.8283,0.783,0.4922,0.8682
"Exp60",NA,NA,NA,NA,NA
"Exp61",0.8035,0.509,0.8534,0.7659,0.8682
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.4985,0.5165,0.783,0.7659,0.5426
"Exp64",0.8035,0.8283,0.5543,0.7659,0.5657
"Exp65",0.489,0.8283,0.8534,0.7659,0.8682
"Exp66",0.4769,0.8283,0.5543,0.7659,0.5468
"Exp67",0.4912,0.8283,0.8534,0.7659,0.8682
"Exp68",0.8072,0.8283,0.8512,0.7659,0.8682
"Exp69",0.4873,0.8241,0.5308,0.7659,0.8682
"Exp70",0.4873,0.8283,0.8474,0.7659,0.867
"Exp71",0.8035,0.5155,0.8474,0.7659,0.8682
"Exp72",0.8082,0.5474,0.5022,0.5002,0.6824
"Exp73",0.8035,0.8283,0.8474,0.7659,0.8682
"Exp74",0.8095,0.5165,0.5323,0.7085,0.3679
"Exp75",0.8121,0.8283,0.8474,0.7659,0.8724
"Exp76",0.6648,0.8283,0.5204,0.5965,0.5516
"Exp77",0.4985,0.8283,0.8474,0.7659,0.8682
"Exp78",0.7571,0.8283,0.5037,0.7597,0.707
"Exp79",0.5029,0.5124,0.8474,0.7659,0.8724
"Exp80",0.8072,0.8283,0.8492,0.7659,0.8682
"Exp81",0.8072,0.5901,0.5142,0.4922,0.8737
"Exp82",0.8035,0.8283,0.8474,0.7659,0.8682
"Exp83",0.8072,0.5901,0.5142,0.4922,0.8737
"Exp84",0.8072,0.8283,0.8534,0.4826,0.8682
"Exp85",0.8072,0.5901,0.5142,0.4922,0.8737
"Exp86",0.4957,0.5165,0.8474,0.4777,0.5602
"Exp87",0.8072,0.5901,0.5142,0.4922,0.8737
