"ExpID","off1","off2","off3","off4","off5"
"Exp01",4,4,4,4,4
"Exp02",4,4,4,4,4
"Exp03",4,4,4,4,4
"Exp04",4,4,4,4,4
"Exp05",1,1,1,1,1
"Exp06",1,1,1,1,1
"Exp07",1,1,1,1,1
"Exp08",1,1,1,1,1
"Exp09",1,1,1,1,1
"Exp10",4,4,4,4,4
"Exp11",1,1,1,1,1
"Exp12",1,1,1,1,1
"Exp13",4,4,4,4,4
"Exp14",1,1,1,1,1
"Exp15",1,1,1,1,1
"Exp16",4,4,4,4,4
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",4,4,4,4,4
"Exp21",NA,NA,NA,NA,NA
"Exp22",4,4,4,4,4
"Exp23",NA,NA,NA,NA,NA
"Exp24",4,4,4,4,4
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",4,4,4,4,4
"Exp29",4,4,4,4,4
"Exp30",4,4,4,4,4
"Exp31",NA,NA,NA,NA,NA
"Exp32",4,4,4,4,4
"Exp33",4,4,4,4,4
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",4,4,4,4,4
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",4,4,4,4,4
"Exp42",4,4,4,4,4
"Exp43",4,4,4,4,4
"Exp44",NA,NA,NA,NA,NA
"Exp45",4,4,4,4,4
"Exp46",4,4,4,4,4
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",4,4,4,4,4
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",4,4,4,4,4
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",4,4,4,4,4
"Exp59",4,4,4,4,4
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",4,4,4,4,4
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",4,4,4,4,4
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",4,4,4,4,4
"Exp72",4,4,4,4,4
"Exp73",4,4,4,4,4
"Exp74",4,4,4,4,4
"Exp75",4,4,4,4,4
"Exp76",4,4,4,4,4
"Exp77",4,4,4,4,4
"Exp78",4,4,4,4,4
"Exp79",4,4,4,4,4
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
