"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.8606,0.7679,1,0.9929,0.9936
"Exp02",0.828,0.8188,1,0.9928,0.9947
"Exp03",0.8606,0.7679,1,0.9929,0.9936
"Exp04",0.828,0.8188,1,0.9928,0.9947
"Exp05",0.34,0.74,1,0.88,0.92
"Exp06",0.34,0.74,1,0.88,0.92
"Exp07",0.5175,0.7791,1,0.9681,0.9694
"Exp08",0.34,0.74,1,0.88,0.92
"Exp09",0.34,0.74,1,0.88,0.92
"Exp10",0.8464,0.8859,1,0.9787,0.8918
"Exp11",0.34,0.74,1,0.88,0.92
"Exp12",0.34,0.74,1,0.88,0.92
"Exp13",0.8225,0.8859,1,0.9787,0.8558
"Exp14",0.34,0.74,1,0.88,0.92
"Exp15",0.34,0.74,1,0.88,0.92
"Exp16",0.8396,0.8878,1,0.9944,0.8945
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.8467,0.9474,1,0.9875,0.9502
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.8666,0.9522,1,0.9882,0.9519
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.8666,0.9459,1,0.9873,0.9539
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.824,0.9428,1,0.9879,0.9515
"Exp29",0.8283,0.8741,1,0.9792,0.9509
"Exp30",0.8666,0.9556,1,0.9887,0.9377
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.8288,0.9579,1,0.9234,0.9587
"Exp33",0.8374,0.9618,1,0.9787,0.959
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.824,0.9618,1,0.9688,1
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.824,0.9618,1,0.9762,0.9583
"Exp42",0.824,0.9596,1,0.9944,0.9845
"Exp43",0.824,0.9365,1,0.9889,0.9695
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.8666,0.945,1,0.9888,0.9722
"Exp46",0.856,0.9558,1,0.9885,0.9704
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.832,0.8944,1,0.9845,0.9766
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.8432,0.8944,1,0.9647,0.9704
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.7752,0.9675,1,0.9555,0.9734
"Exp59",0.8652,0.9597,1,0.954,0.9753
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.8652,0.8312,1,0.9826,0.98
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.8432,0.9667,1,0.9739,0.9717
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.7777,0.9566,1,0.9626,0.9947
"Exp72",0.7219,0.8923,1,0.9972,0.9929
"Exp73",0.8943,0.9602,1,0.9821,0.9602
"Exp74",0.72,0.946,1,0.9972,0.9973
"Exp75",0.8283,0.9741,1,0.8859,0.904
"Exp76",0.8079,0.9161,1,0.9891,0.9973
"Exp77",0.824,0.9396,1,0.9746,0.9778
"Exp78",0.7343,0.931,1,0.9944,0.9375
"Exp79",0.711,0.9779,1,0.9972,0.9167
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
