"ExpID","off1","off2","off3","off4","off5"
"Exp01",0.5249,0.0391,0.7966,-0.1483,0.1049
"Exp02",0.2772,0.1955,0.7757,0.0683,0.7038
"Exp03",0.5249,0.0391,0.7966,-0.1483,0.1049
"Exp04",0.2772,0.1955,0.7757,0.0683,0.7038
"Exp05",NA,NA,NA,NA,NA
"Exp06",NA,NA,NA,NA,NA
"Exp07",NA,NA,NA,NA,NA
"Exp08",NA,NA,NA,NA,NA
"Exp09",NA,NA,NA,NA,NA
"Exp10",NA,NA,NA,NA,NA
"Exp11",NA,NA,NA,NA,NA
"Exp12",NA,NA,NA,NA,NA
"Exp13",0.682,0.1172,0.3141,0.7052,0.4922
"Exp14",NA,NA,NA,NA,NA
"Exp15",NA,NA,NA,NA,NA
"Exp16",0.718,0.186,0.7565,0.7299,0.496
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",0.5009,0.2532,0.3718,0.3243,0.2688
"Exp21",NA,NA,NA,NA,NA
"Exp22",0.4951,0.2502,0.3783,0.3122,0.2529
"Exp23",NA,NA,NA,NA,NA
"Exp24",0.4951,0.2406,0.3804,0.326,0.2383
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",0.7525,0.233,0.3618,0.3129,0.2625
"Exp29",0.7456,0.2462,0.3718,0.3425,0.2633
"Exp30",0.4951,0.2383,0.2915,0.2935,0.2596
"Exp31",NA,NA,NA,NA,NA
"Exp32",0.7561,0.3314,0.3038,0.2626,0.2559
"Exp33",0.7332,0.5998,0.379,0.3406,0.2874
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",0.7525,0.5998,0.2966,0.3972,0.687
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",0.7525,0.5998,0.8283,0.3664,0.3032
"Exp42",0.7525,0.5564,0.8283,0.812,0.3061
"Exp43",0.7525,0.1824,0.3853,0.2754,0.381
"Exp44",NA,NA,NA,NA,NA
"Exp45",0.4951,0.3211,0.8283,0.2635,0.3971
"Exp46",0.4727,0.233,0.3618,0.289,0.4035
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",0.4563,0.1393,0.3407,0.3715,0.2992
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",0.4632,0.1258,0.3695,0.2911,0.3988
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",0.5387,0.3043,0.7951,0.2442,0.2773
"Exp59",0.5008,0.2418,0.8283,0.2572,0.3276
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",0.4992,0.1553,0.8283,0.3737,0.3833
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",0.4632,0.2904,0.8283,0.3058,0.391
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",0.746,0.2041,0.8145,0.2537,0.7073
"Exp72",0.631,0.4058,0.7997,0.7553,0.766
"Exp73",0.4981,0.3909,0.3926,0.2842,0.3234
"Exp74",0.5064,0.0469,0.7665,0.7553,0.7223
"Exp75",0.7493,0.3063,0.6163,0.5958,0.208
"Exp76",NA,NA,NA,NA,NA
"Exp77",NA,NA,NA,NA,NA
"Exp78",NA,NA,NA,NA,NA
"Exp79",NA,NA,NA,NA,NA
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
