"ExpID","off1","off2","off3","off4","off5"
"Exp01",100,100,100,100,100
"Exp02",50,50,50,50,50
"Exp03",100,100,100,100,100
"Exp04",50,50,50,50,50
"Exp05",1,1,1,1,1
"Exp06",1,1,1,1,1
"Exp07",79,29,16,13,11
"Exp08",1,1,1,1,1
"Exp09",1,1,1,1,1
"Exp10",79,29,16,13,11
"Exp11",1,1,1,1,1
"Exp12",1,1,1,1,1
"Exp13",79,29,16,13,11
"Exp14",1,1,1,1,1
"Exp15",1,1,1,1,1
"Exp16",79,29,16,13,11
"Exp17",NA,NA,NA,NA,NA
"Exp18",NA,NA,NA,NA,NA
"Exp19",NA,NA,NA,NA,NA
"Exp20",99,99,99,99,100
"Exp21",NA,NA,NA,NA,NA
"Exp22",99,100,100,100,100
"Exp23",NA,NA,NA,NA,NA
"Exp24",99,100,100,100,100
"Exp25",NA,NA,NA,NA,NA
"Exp26",NA,NA,NA,NA,NA
"Exp27",NA,NA,NA,NA,NA
"Exp28",100,99,100,100,100
"Exp29",99,99,100,100,100
"Exp30",49,50,49,49,50
"Exp31",NA,NA,NA,NA,NA
"Exp32",49,49,49,50,50
"Exp33",100,99,99,100,99
"Exp34",NA,NA,NA,NA,NA
"Exp35",NA,NA,NA,NA,NA
"Exp36",NA,NA,NA,NA,NA
"Exp37",99,99,99,99,100
"Exp38",NA,NA,NA,NA,NA
"Exp39",NA,NA,NA,NA,NA
"Exp40",NA,NA,NA,NA,NA
"Exp41",100,100,99,100,99
"Exp42",99,100,99,100,100
"Exp43",48,49,49,50,50
"Exp44",NA,NA,NA,NA,NA
"Exp45",49,48,49,50,49
"Exp46",56,28,81,40,69
"Exp47",NA,NA,NA,NA,NA
"Exp48",NA,NA,NA,NA,NA
"Exp49",NA,NA,NA,NA,NA
"Exp50",52,33,78,38,62
"Exp51",NA,NA,NA,NA,NA
"Exp52",NA,NA,NA,NA,NA
"Exp53",NA,NA,NA,NA,NA
"Exp54",28,37,81,78,100
"Exp55",NA,NA,NA,NA,NA
"Exp56",NA,NA,NA,NA,NA
"Exp57",NA,NA,NA,NA,NA
"Exp58",50,39,37,50,50
"Exp59",56,34,81,39,69
"Exp60",NA,NA,NA,NA,NA
"Exp61",NA,NA,NA,NA,NA
"Exp62",NA,NA,NA,NA,NA
"Exp63",84,33,78,37,62
"Exp64",NA,NA,NA,NA,NA
"Exp65",NA,NA,NA,NA,NA
"Exp66",NA,NA,NA,NA,NA
"Exp67",28,38,81,79,100
"Exp68",NA,NA,NA,NA,NA
"Exp69",NA,NA,NA,NA,NA
"Exp70",NA,NA,NA,NA,NA
"Exp71",48,39,37,50,50
"Exp72",100,100,100,100,100
"Exp73",100,100,100,100,100
"Exp74",500,500,500,500,500
"Exp75",500,500,500,500,500
"Exp76",100,100,100,100,100
"Exp77",100,100,100,100,100
"Exp78",500,500,500,500,500
"Exp79",500,500,500,500,500
"Exp80",NA,NA,NA,NA,NA
"Exp81",NA,NA,NA,NA,NA
"Exp82",NA,NA,NA,NA,NA
"Exp83",NA,NA,NA,NA,NA
"Exp84",NA,NA,NA,NA,NA
"Exp85",NA,NA,NA,NA,NA
"Exp86",NA,NA,NA,NA,NA
"Exp87",NA,NA,NA,NA,NA
