"numMicroClusters","numMacroClusters","numClasses","SSQ","precision","purity","cRand","NA","NA","NA"
74,2,3,2.55825423552718,0.456881533653744,0.569036099739486,0.940344403444034,0.709019244145606,0.722222222222222,0.507403166036355
91,1,3,7.29622320825262,0.334570191713049,0.691919191919192,0.00427177811233921,NA,NA,NA
90,1,3,8.16905904423082,0.337250051535766,0.696969696969697,0.00504845782510965,NA,NA,NA
91,1,3,7.63451661972571,0.326672275978124,0.668367346938776,-0.00116090623490593,NA,NA,NA
93,1,3,7.18655827744476,0.327538098304357,0.513745704467354,0.00134819588276816,NA,NA,NA
